ORF,Name,Allele,Strain,Plate,Row,Column
YGL228W,SHE10,,SN1114,SN3,12,13
YDL134C,PPH21,,SN1551,SN3,12,14
YNR075W,COS10,,SN165,SN3,12,15
YJL164C,TPK1,,SN943,SN3,12,16
YOR069W,VPS5,,SN372,SN3,12,17
YLR040C,AFB1,,SN3050,SN3,12,18
YDR315C,IPK1,,SN2905,SN3,12,19
YLR361C,DCR2,,SN19,SN3,12,20
YDL013W,SLX5,,SN1637,SN3,12,21
YCR011C,ADP1,,SN2175,SN3,12,22
YCR044C,PER1,,SN448,SN3,12,23
YDL227C,HO,,SN851,SN3,12,24
YDL227C,HO,,SN851,SN3,13,1
YDR126W,SWF1,,SN120,SN3,13,2
YOR306C,MCH5,,SN2243,SN3,13,3
YJR108W,ABM1,,SN1431,SN3,13,4
YHR012W,VPS29,,SN450,SN3,13,5
YCR073C,SSK22,,SN932,SN3,13,6
YDL192W,ARF1,,SN206,SN3,13,7
YPL047W,SGF11,,SN2103,SN3,13,8
YDL006W,PTC1,,SN903,SN3,13,9
YOR184W,SER1,,SN4431,SN3,13,10
YPL168W,MRX4,,SN2610,SN3,13,11
YNL229C,URE2,,SN1977,SN3,13,12
YDR293C,SSD1,,SN729,SN3,13,13
YJR145C,RPS4A,,SN4102,SN3,13,14
YML003W,,,SN3315,SN3,13,15
YJL206C,,,SN1699,SN3,13,16
YOR228C,MCP1,,SN2604,SN3,13,17
YLR420W,URA4,,SN4451,SN3,13,18
YOR106W,VAM3,,SN514,SN3,13,19
YPR029C,APL4,,SN519,SN3,13,20
YDR477W,SNF1,,SN327,SN3,13,21
YLR461W,PAU4,,SN24,SN3,13,22
YGR052W,FMP48,,SN3046,SN3,13,23
YDL227C,HO,,SN851,SN3,13,24
YDL227C,HO,,SN851,SN3,14,1
YOR357C,SNX3,,SN351,SN3,14,2
YNL265C,IST1,,SN334,SN3,14,3
YBR082C,UBC4,,SN1021,SN3,14,4
YPL027W,SMA1,,SN3870,SN3,14,5
YGR055W,MUP1,,SN2220,SN3,14,6
YOR308C,SNU66,,SN1901,SN3,14,7
YLR372W,ELO3,,SN2988,SN3,14,8
YOR153W,PDR5,,SN2316,SN3,14,9
YHR067W,HTD2,,SN2812,SN3,14,10
YNL167C,SKO1,,SN1876,SN3,14,11
YDR289C,RTT103,,SN1482,SN3,14,12
YIL140W,AXL2,,SN684,SN3,14,13
YDR378C,LSM6,,SN1903,SN3,14,14
YML071C,COG8,,SN265,SN3,14,15
YOR039W,CKB2,,SN1542,SN3,14,16
YGL173C,XRN1,,SN1682,SN3,14,17
YHL020C,OPI1,,SN1938,SN3,14,18
YDR370C,DXO1,,SN3445,SN3,14,19
YOR166C,SWT1,,SN3379,SN3,14,20
YLR239C,LIP2,,SN2946,SN3,14,21
YFL049W,SWP82,,SN3726,SN3,14,22
YOL128C,YGK3,,SN2935,SN3,14,23
YDL227C,HO,,SN851,SN3,14,24
YDL227C,HO,,SN851,SN3,15,1
YKR028W,SAP190,,SN1329,SN3,15,2
YFL055W,AGP3,,SN2334,SN3,15,3
YHL047C,ARN2,,SN2399,SN3,15,4
YOR070C,GYP1,,SN534,SN3,15,5
YDR214W,AHA1,,SN3862,SN3,15,6
YPL120W,VPS30,,SN427,SN3,15,7
YLR149C,,,SN3297,SN3,15,8
YDL074C,BRE1,,SN1801,SN3,15,9
YLR404W,SEI1,,SN3672,SN3,15,10
YOR126C,IAH1,,SN2736,SN3,15,11
YML034W,SRC1,,SN1459,SN3,15,12
YDL114W,,,SN1126,SN3,15,13
YGL162W,SUT1,,SN2019,SN3,15,14
YLR104W,LCL2,,SN3294,SN3,15,15
YBR122C,MRPL36,,SN4039,SN3,15,16
YBR221C,PDB1,,SN4687,SN3,15,17
YDR171W,HSP42,,SN1022,SN3,15,18
YJR044C,VPS55,,SN271,SN3,15,19
YOR322C,LDB19,,SN1148,SN3,15,20
YLL012W,YEH1,,SN3009,SN3,15,21
YDL077C,VAM6,,SN506,SN3,15,22
YML121W,GTR1,,SN319,SN3,15,23
YDL227C,HO,,SN851,SN3,15,24
YDL227C,HO,,SN851,SN3,16,1
YDL227C,HO,,SN851,SN3,16,2
YDL227C,HO,,SN851,SN3,16,3
YDL227C,HO,,SN851,SN3,16,4
YDL227C,HO,,SN851,SN3,16,5
YDL227C,HO,,SN851,SN3,16,6
YDL227C,HO,,SN851,SN3,16,7
YDL227C,HO,,SN851,SN3,16,8
YDL227C,HO,,SN851,SN3,16,9
YDL227C,HO,,SN851,SN3,16,10
YDL227C,HO,,SN851,SN3,16,11
YDL227C,HO,,SN851,SN3,16,12
YDL227C,HO,,SN851,SN3,16,13
YDL227C,HO,,SN851,SN3,16,14
YDL227C,HO,,SN851,SN3,16,15
YDL227C,HO,,SN851,SN3,16,16
YDL227C,HO,,SN851,SN3,16,17
YDL227C,HO,,SN851,SN3,16,18
YDL227C,HO,,SN851,SN3,16,19
YDL227C,HO,,SN851,SN3,16,20
YDL227C,HO,,SN851,SN3,16,21
YDL227C,HO,,SN851,SN3,16,22
YDL227C,HO,,SN851,SN3,16,23
YDL227C,HO,,SN851,SN3,16,24
YMR271C,URA10,,DMA3865,TS1,1,1
YMR271C,URA10,,DMA3865,TS1,1,2
YMR271C,URA10,,DMA3865,TS1,1,3
YMR271C,URA10,,DMA3865,TS1,1,4
YMR271C,URA10,,DMA3865,TS1,1,5
YMR271C,URA10,,DMA3865,TS1,1,6
YMR271C,URA10,,DMA3865,TS1,1,7
YMR271C,URA10,,DMA3865,TS1,1,8
YMR271C,URA10,,DMA3865,TS1,1,9
YMR271C,URA10,,DMA3865,TS1,1,10
YMR271C,URA10,,DMA3865,TS1,1,11
YMR271C,URA10,,DMA3865,TS1,1,12
YMR271C,URA10,,DMA3865,TS1,1,13
YMR271C,URA10,,DMA3865,TS1,1,14
YMR271C,URA10,,DMA3865,TS1,1,15
YMR271C,URA10,,DMA3865,TS1,1,16
YMR271C,URA10,,DMA3865,TS1,1,17
YMR271C,URA10,,DMA3865,TS1,1,18
YMR271C,URA10,,DMA3865,TS1,1,19
YMR271C,URA10,,DMA3865,TS1,1,20
YMR271C,URA10,,DMA3865,TS1,1,21
YMR271C,URA10,,DMA3865,TS1,1,22
YMR271C,URA10,,DMA3865,TS1,1,23
YMR271C,URA10,,DMA3865,TS1,1,24
YMR271C,URA10,,DMA3865,TS1,2,1
YML105C,SEC65,sec65-1,TSA710,TS1,2,2
YOR329C,SCD5,scd5-pp1d2,TSA570,TS1,2,3
YJR076C,CDC11,cdc11-2,TSA82,TS1,2,4
YGR119C,NUP57,nup57-e17,TSA954,TS1,2,5
YPR055W,SEC8,sec8-9,TSA122,TS1,2,6
YGR140W,CBF2,cbf2-1,TSA133,TS1,2,7
YLR452C,SST2,,DMA3495,TS1,2,8
YDL029W,ARP2,arp2-14,TSA886,TS1,2,9
YDR150W,NUM1,,DMA946,TS1,2,10
YMR296C,LCB1,lcb1-4,TSA602,TS1,2,11
YIR011C,STS1,sts1-5001,TSA1105,TS1,2,12
YOR361C,PRT1,prt1-1,TSA27,TS1,2,13
YFL009W,CDC4,cdc4-2,TSA415,TS1,2,14
YGL247W,BRR6,brr6-5001,TSA1123,TS1,2,15
BLANK,BLANK,,,TS1,2,16
YLR117C,CLF1,clf1-1,TSA1047,TS1,2,17
YJL034W,KAR2,kar2-159,TSA210,TS1,2,18
YJL125C,GCD14,gcd14-4,TSA620,TS1,2,19
YER038C,KRE29,kre29-ts2,TSA996,TS1,2,20
YPL010W,RET3,ret3-1,TSA689,TS1,2,21
YHR069C,RRP4,rrp4-1,TSA724,TS1,2,22
YBR202W,MCM7,cdc47-ts,TSA125,TS1,2,23
YMR271C,URA10,,DMA3865,TS1,2,24
YMR271C,URA10,,DMA3865,TS1,3,1
YNL041C,COG6,,DMA3970,TS1,3,2
YDR044W,HEM13,hem13-5001,TSA1076,TS1,3,3
YBR160W,CDC28,cdc28-13,TSA175,TS1,3,4
YMR079W,SEC14,sec14-3,TSA53,TS1,3,5
YBL097W,BRN1,brn1-9,TSA510,TS1,3,6
YMR307W,GAS1,,DMA3905,TS1,3,7
YGL207W,SPT16,spt16-ts,TSA339,TS1,3,8
YML046W,PRP39,prp39-1,TSA494,TS1,3,9
YDR364C,CDC40,cdc40-ts,TSA18,TS1,3,10
YNL232W,CSL4,csl4-5001,TSA1156,TS1,3,11
YDL126C,CDC48,cdc48-9,TSA179,TS1,3,12
YLR022C,SDO1,sdo1-vma1-ts,TSA1026,TS1,3,13
YNR026C,SEC12,sec12-4,TSA60,TS1,3,14
YLL002W,RTT109,,DMA3033,TS1,3,15
YNL061W,NOP2,nop2-6,TSA628,TS1,3,16
YER157W,COG3,cog3-1,TSA41,TS1,3,17
YPL047W,SGF11,,DMA4811,TS1,3,18
YLR071C,RGR1,rgr1-100,TSA908,TS1,3,19
YOL018C,TLG2,,DMA4304,TS1,3,20
YOR224C,RPB8,rpb8-5001,TSA1195,TS1,3,21
YKL035W,UGP1,ugp1-5001,TSA1155,TS1,3,22
YBR060C,ORC2,orc2-4,TSA309,TS1,3,23
YMR271C,URA10,,DMA3865,TS1,3,24
YMR271C,URA10,,DMA3865,TS1,4,1
YEL026W,SNU13,snu13-l67w,TSA810,TS1,4,2
YNL132W,KRE33,kre33-5001,TSA1262,TS1,4,3
YOR020C,HSP10,hsp10-ts,TSA681,TS1,4,4
YOR103C,OST2,ost2-5001,TSA1158,TS1,4,5
YML102W,CAC2,,DMA3590,TS1,4,6
YHR007C,ERG11,erg11-td,TSA14,TS1,4,7
YBR049C,REB1,reb1-5001,TSA1107,TS1,4,8
YML028W,TSA1,,DMA3534,TS1,4,9
YGL219C,MDM34,,DMA1748,TS1,4,10
YOR294W,RRS1,rrs1-124,TSA687,TS1,4,11
YNL118C,DCP2,dcp2-7,TSA743,TS1,4,12
YJL081C,ARP4,arp4-g161d,TSA618,TS1,4,13
YBR193C,MED8,med8-39,TSA751,TS1,4,14
YDR172W,SUP35,sup35-td,TSA28,TS1,4,15
YGR270W,YTA7,,DMA2009,TS1,4,16
YKL193C,SDS22,sds22-6,TSA573,TS1,4,17
YDR394W,RPT3,rpt3-1,TSA785,TS1,4,18
YJL097W,PHS1,phs1-1,TSA896,TS1,4,19
YOL066C,RIB2,rib2-5001,TSA1181,TS1,4,20
YLR088W,GAA1,gaa1-ts,TSA207,TS1,4,21
YER148W,SPT15,spt15-i143n,TSA812,TS1,4,22
YAL034W-A,MTW1,mtw1-ts,TSA235,TS1,4,23
YMR271C,URA10,,DMA3865,TS1,4,24
YMR271C,URA10,,DMA3865,TS1,5,1
YPR176C,BET2,bet2-1,TSA143,TS1,5,2
YDR021W,FAL1,fal1-1,TSA728,TS1,5,3
YIL048W,NEO1,neo1-2,TSA188,TS1,5,4
YMR190C,SGS1,,DMA3784,TS1,5,5
YHR036W,BRL1,brl1-c371s,TSA1042,TS1,5,6
YDL043C,PRP11,prp11-ts,TSA369,TS1,5,7
YFL039C,ACT1,act1-132,TSA216,TS1,5,8
YJL046W,AIM22,,DMA2464,TS1,5,9
YER125W,RSP5,rsp5-sm1,TSA464,TS1,5,10
YEL019C,MMS21,mms21-1,TSA533,TS1,5,11
YDR293C,SSD1,,DMA1035,TS1,5,12
YGR081C,SLX9,,DMA1857,TS1,5,13
YDR434W,GPI17,gpi17-5001,TSA1178,TS1,5,14
YPL169C,MEX67,mex67-ts5,TSA816,TS1,5,15
YHR191C,CTF8,,DMA2228,TS1,5,16
YDR050C,TPI1,tpi1-1670,TSA988,TS1,5,17
YDL126C,CDC48,cdc48-2,TSA209,TS1,5,18
YGL151W,NUT1,,DMA1703,TS1,5,19
YBR026C,ETR1,,DMA196,TS1,5,20
YBR102C,EXO84,exo84-102,TSA24,TS1,5,21
YNL189W,SRP1,srp1-5001,TSA1182,TS1,5,22
YLR045C,STU2,stu2-13,TSA555,TS1,5,23
YMR271C,URA10,,DMA3865,TS1,5,24
YMR271C,URA10,,DMA3865,TS1,6,1
YOR336W,KRE5,kre5-ts2,TSA139,TS1,6,2
YLR347C,KAP95,kap95-e126k,TSA228,TS1,6,3
YFL039C,ACT1,act1-122,TSA219,TS1,6,4
YOR057W,SGT1,sgt1-3,TSA830,TS1,6,5
YNR043W,MVD1,mvd1-1296,TSA828,TS1,6,6
YFR052W,RPN12,rpn12-1,TSA405,TS1,6,7
YFR050C,PRE4,pre4-5001,TSA1139,TS1,6,8
YDR356W,SPC110,spc110-220,TSA301,TS1,6,9
YFL005W,SEC4,sec4-8,TSA307,TS1,6,10
YGL113W,SLD3,sld3-5001,TSA1119,TS1,6,11
YGL233W,SEC15,sec15-1,TSA40,TS1,6,12
YMR304W,UBP15,,DMA3909,TS1,6,13
YDR498C,SEC20,sec20-1,TSA55,TS1,6,14
YGL245W,GUS1,gus1-5001,TSA1194,TS1,6,15
YKR086W,PRP16,prp16-2,TSA598,TS1,6,16
YGL130W,CEG1,ceg1-c354,TSA124,TS1,6,17
YLR056W,ERG3,,DMA3153,TS1,6,18
YDL028C,MPS1,mps1-417,TSA169,TS1,6,19
YHR040W,BCD1,bcd1-5001,TSA1067,TS1,6,20
YDR341C,,ydr341c-5001,TSA1118,TS1,6,21
YNL163C,RIA1,ria1-ts,TSA1019,TS1,6,22
YPR085C,ASA1,asa1-5001,TSA1232,TS1,6,23
YMR271C,URA10,,DMA3865,TS1,6,24
YMR271C,URA10,,DMA3865,TS1,7,1
YPR016C,TIF6,tif6-ts4,TSA1010,TS1,7,2
YOR116C,RPO31,rpo31-698,TSA831,TS1,7,3
YCR052W,RSC6,rsc6-5001,TSA1191,TS1,7,4
YOR257W,CDC31,cdc31-5,TSA152,TS1,7,5
YKL213C,DOA1,,DMA2910,TS1,7,6
YLR293C,GSP1,gsp1-p162l,TSA256,TS1,7,7
YDR356W,SPC110,spc110-221,TSA276,TS1,7,8
YOR122C,PFY1,pfy1-13,TSA233,TS1,7,9
YGR172C,YIP1,yip1-40,TSA981,TS1,7,10
YDR302W,GPI11,gpi11-5001,TSA1177,TS1,7,11
YIL104C,SHQ1,shq1-5001,TSA1100,TS1,7,12
YJR046W,TAH11,tah11-ts,TSA705,TS1,7,13
YHR058C,MED6,med6-5001,TSA1094,TS1,7,14
YCR002C,CDC10,cdc10-4,TSA81,TS1,7,15
YBL105C,PKC1,pkc1-3,TSA541,TS1,7,16
YDR236C,FMN1,fmn1-5001,TSA1245,TS1,7,17
YOR074C,CDC21,cdc21-1,TSA927,TS1,7,18
YDL087C,LUC7,luc7-1,TSA711,TS1,7,19
YCL061C,MRC1,,DMA522,TS1,7,20
YOR204W,DED1,ded1-199,TSA557,TS1,7,21
YGR172C,YIP1,yip1-4,TSA980,TS1,7,22
YDL098C,SNU23,snu23-5001,TSA1079,TS1,7,23
YMR271C,URA10,,DMA3865,TS1,7,24
YMR271C,URA10,,DMA3865,TS1,8,1
YDR527W,RBA50,rba50-5001,TSA1216,TS1,8,2
YBL105C,PKC1,pkc1-ts,TSA535,TS1,8,3
YLR317W,,ylr317w-5001,TSA1151,TS1,8,4
YLL038C,ENT4,,DMA3057,TS1,8,5
YML031W,NDC1,ndc1-4,TSA176,TS1,8,6
YIL083C,CAB2,cab2-5001,TSA1212,TS1,8,7
YPL255W,BBP1,bbp1-1,TSA691,TS1,8,8
YMR308C,PSE1,pse1-41,TSA683,TS1,8,9
YGL047W,ALG13,alg13-5001,TSA1197,TS1,8,10
YLR033W,RSC58,rsc58-5001,TSA1145,TS1,8,11
YGL048C,RPT6,rpt6-20,TSA907,TS1,8,12
YDL028C,MPS1,mps1-3796,TSA167,TS1,8,13
YKL112W,ABF1,abf1-101,TSA837,TS1,8,14
YGR156W,PTI1,pti1-ts7,TSA477,TS1,8,15
YPL209C,IPL1,ipl1-2,TSA206,TS1,8,16
YDR182W,CDC1,cdc1-6,TSA414,TS1,8,17
YDL103C,QRI1,qri1-ts6,TSA860,TS1,8,18
YFL039C,ACT1,act1-155,TSA220,TS1,8,19
YJL115W,ASF1,,DMA2518,TS1,8,20
YMR061W,RNA14,rna14-5001,TSA1106,TS1,8,21
YBR087W,RFC5,rfc5-1,TSA887,TS1,8,22
YLR110C,CCW12,,DMA3198,TS1,8,23
YMR271C,URA10,,DMA3865,TS1,8,24
YMR271C,URA10,,DMA3865,TS1,9,1
YLR163C,MAS1,mas1-1,TSA497,TS1,9,2
YAL013W,DEP1,,DMA16,TS1,9,3
YDL028C,MPS1,mps1-6,TSA170,TS1,9,4
YJR093C,FIP1,fip1-5001,TSA1096,TS1,9,5
YNL258C,DSL1,dsl1-dc30,TSA418,TS1,9,6
YMR239C,RNT1,rnt1-ts,TSA673,TS1,9,7
YLR193C,UPS1,,DMA3256,TS1,9,8
YMR197C,VTI1,vti1-2,TSA634,TS1,9,9
YJR057W,CDC8,cdc8-2,TSA22,TS1,9,10
YBR109C,CMD1,cmd1-1,TSA154,TS1,9,11
YOR074C,CDC21,cdc21-ts,TSA147,TS1,9,12
YJL168C,SET2,,DMA2546,TS1,9,13
YCL010C,SGF29,,DMA478,TS1,9,14
YDL132W,CDC53,cdc53-1,TSA974,TS1,9,15
YGR246C,BRF1,brf1-w107r,TSA478,TS1,9,16
YJL203W,PRP21,prp21-ts,TSA401,TS1,9,17
YIL068C,SEC6,sec6-4,TSA38,TS1,9,18
YDR060W,MAK21,mak21-1,TSA249,TS1,9,19
YDR145W,TAF12,taf12-9,TSA514,TS1,9,20
YOR184W,SER1,,DMA4596,TS1,9,21
YBR080C,SEC18,sec18-1,TSA54,TS1,9,22
YJR076C,CDC11,cdc11-4,TSA126,TS1,9,23
YMR271C,URA10,,DMA3865,TS1,9,24
YMR271C,URA10,,DMA3865,TS1,10,1
YLR026C,SED5,sed5-1,TSA198,TS1,10,2
YAL003W,EFB1,efb1-4,TSA987,TS1,10,3
YGL043W,DST1,,DMA1631,TS1,10,4
YLR276C,DBP9,dbp9-5001,TSA1148,TS1,10,5
YLR208W,SEC13,sec13-1,TSA52,TS1,10,6
YHR065C,RRP3,rrp3-5001,TSA1261,TS1,10,7
YKL173W,SNU114,snu114-40,TSA622,TS1,10,8
YGR091W,PRP31,prp31-ts,TSA400,TS1,10,9
YDL208W,NHP2,nhp2-5001,TSA1176,TS1,10,10
YPL235W,RVB2,rvb2-5001,TSA1202,TS1,10,11
YLR342W,FKS1,,DMA3377,TS1,10,12
YPR179C,HDA3,,DMA5157,TS1,10,13
YGR103W,NOP7,nop7-1,TSA447,TS1,10,14
YKR022C,NTR2,ntr2-5001,TSA1231,TS1,10,15
YDR512C,EMI1,,DMA1213,TS1,10,16
YLR340W,RPP0,rpp0-5001,TSA1152,TS1,10,17
YPL228W,CET1,cet1-1,TSA270,TS1,10,18
YPL174C,NIP100,,DMA4918,TS1,10,19
YHR101C,BIG1,big1-5001,TSA1129,TS1,10,20
YJL104W,PAM16,pam16-3,TSA499,TS1,10,21
YDR162C,NBP2,,DMA958,TS1,10,22
YKL019W,RAM2,ram2-5001,TSA1273,TS1,10,23
YMR271C,URA10,,DMA3865,TS1,10,24
YMR271C,URA10,,DMA3865,TS1,11,1
YPR086W,SUA7,sua7-5001,TSA1274,TS1,11,2
YCL052C,PBN1,pbn1-5001,TSA1069,TS1,11,3
YDL028C,MPS1,mps1-1,TSA166,TS1,11,4
YOR151C,RPB2,rpb2-6,TSA693,TS1,11,5
YKL024C,URA6,ura6-4,TSA1031,TS1,11,6
YGR140W,CBF2,cbf2-2,TSA221,TS1,11,7
YGL075C,MPS2,mps2-2,TSA444,TS1,11,8
YFL034C-B,MOB2,mob2-24,TSA813,TS1,11,9
YOR085W,OST3,,DMA4524,TS1,11,10
YBL026W,LSM2,lsm2-5001,TSA1065,TS1,11,11
YPR070W,MED1,,DMA5068,TS1,11,12
YJR006W,POL31,hys2-ts,TSA794,TS1,11,13
YOR259C,RPT4,rpt4-145,TSA263,TS1,11,14
YNL138W,SRV2,srv2-2,TSA800,TS1,11,15
YFL039C,ACT1,act1-119,TSA215,TS1,11,16
YLR367W,RPS22B,,DMA3402,TS1,11,17
YFL039C,ACT1,act1-133,TSA141,TS1,11,18
YER083C,GET2,,DMA1389,TS1,11,19
YOR181W,LAS17,las17-1,TSA912,TS1,11,20
YLR397C,AFG2,afg2-18,TSA266,TS1,11,21
YGL116W,CDC20,cdc20-3,TSA368,TS1,11,22
YDR235W,PRP42,prp42-5001,TSA1085,TS1,11,23
YMR271C,URA10,,DMA3865,TS1,11,24
YMR271C,URA10,,DMA3865,TS1,12,1
YCL061C,MRC1,,DMA522,TS1,12,2
YGL045W,RIM8,,DMA1630,TS1,12,3
YBR079C,RPG1,rpg1-1,TSA990,TS1,12,4
YBR155W,CNS1,cns1-1,TSA567,TS1,12,5
YOL038W,PRE6,pre6-5001,TSA1153,TS1,12,6
YBL034C,STU1,stu1-12,TSA822,TS1,12,7
YDR238C,SEC26,sec26-11d26,TSA722,TS1,12,8
YLR186W,EMG1,emg1-5001,TSA1141,TS1,12,9
YML041C,VPS71,,DMA3546,TS1,12,10
YDR002W,YRB1,yrb1-51,TSA582,TS1,12,11
YDR196C,CAB5,cab5-1,TSA890,TS1,12,12
YJL039C,NUP192,nup192-15,TSA496,TS1,12,13
YCL059C,KRR1,krr1-18,TSA326,TS1,12,14
YLL031C,GPI13,gpi13-5,TSA197,TS1,12,15
YER018C,SPC25,spc25-1,TSA473,TS1,12,16
YIL118W,RHO3,rho3-1,TSA654,TS1,12,17
YGR009C,SEC9,sec9-4,TSA57,TS1,12,18
YKL021C,MAK11,mak11-5001,TSA1097,TS1,12,19
YDR361C,BCP1,bcp1-ts,TSA580,TS1,12,20
YKL203C,TOR2,tor2-21,TSA398,TS1,12,21
YFL039C,ACT1,act1-111,TSA214,TS1,12,22
YKL112W,ABF1,abf1-103,TSA335,TS1,12,23
YMR271C,URA10,,DMA3865,TS1,12,24
YMR271C,URA10,,DMA3865,TS1,13,1
YBL093C,ROX3,rox3-182,TSA1015,TS1,13,2
YOR174W,MED4,med4-6,TSA738,TS1,13,3
YLR378C,SEC61,sec61-2,TSA213,TS1,13,4
YPL209C,IPL1,ipl1-1,TSA165,TS1,13,5
YKL144C,RPC25,rpc25-5001,TSA1124,TS1,13,6
YBR079C,RPG1,rpg1-5001,TSA1060,TS1,13,7
YKL032C,IXR1,,DMA2770,TS1,13,8
YDL090C,RAM1,ram1-119,TSA327,TS1,13,9
YDL102W,POL3,cdc2-7,TSA17,TS1,13,10
YGR135W,PRE9,,DMA1892,TS1,13,11
YOL001W,PHO80,,DMA4274,TS1,13,12
YLR298C,YHC1,yhc1-8,TSA844,TS1,13,13
YDL102W,POL3,cdc2-1,TSA406,TS1,13,14
YLR321C,SFH1,sfh1-1,TSA952,TS1,13,15
YNL061W,NOP2,nop2-9,TSA630,TS1,13,16
YGR005C,TFG2,tfg2-5001,TSA1137,TS1,13,17
YDR141C,DOP1,dop1-1,TSA854,TS1,13,18
YLR440C,SEC39,sec39-2,TSA726,TS1,13,19
YGR113W,DAM1,dam1-1,TSA245,TS1,13,20
YBR234C,ARC40,arc40-5001,TSA1070,TS1,13,21
YCL061C,MRC1,,DMA522,TS1,13,22
YOR149C,SMP3,smp3-2,TSA204,TS1,13,23
YMR271C,URA10,,DMA3865,TS1,13,24
YMR271C,URA10,,DMA3865,TS1,14,1
YML064C,TEM1,tem1-3,TSA225,TS1,14,2
YMR076C,PDS5,pds5-1,TSA983,TS1,14,3
YNL216W,RAP1,rap1-1,TSA558,TS1,14,4
YER006W,NUG1,nug1-2,TSA786,TS1,14,5
YPL020C,ULP1,ulp1-333,TSA566,TS1,14,6
YGR091W,PRP31,prp31-1,TSA472,TS1,14,7
YPR033C,HTS1,hts1-1,TSA945,TS1,14,8
YPR023C,EAF3,,DMA5033,TS1,14,9
YOR244W,ESA1,esa1-l254p,TSA560,TS1,14,10
YBR198C,TAF5,taf5-15,TSA512,TS1,14,11
YDR246W,TRS23,trs23-5001,TSA1220,TS1,14,12
YDL014W,NOP1,nop1-2,TSA803,TS1,14,13
YPL055C,LGE1,,DMA4805,TS1,14,14
YDL014W,NOP1,nop1-3,TSA128,TS1,14,15
YOR014W,RTS1,,DMA4431,TS1,14,16
YNR035C,ARC35,arc35-6,TSA471,TS1,14,17
YEL055C,POL5,pol5-2,TSA594,TS1,14,18
YFL039C,ACT1,act1-3,TSA137,TS1,14,19
YPR161C,SGV1,sgv1-80,TSA1028,TS1,14,20
YOR196C,LIP5,,DMA4586,TS1,14,21
YOR341W,RPA190,rpa190-1,TSA530,TS1,14,22
YLR347C,KAP95,kap95-l63a,TSA226,TS1,14,23
YMR271C,URA10,,DMA3865,TS1,14,24
YMR271C,URA10,,DMA3865,TS1,15,1
YGL120C,PRP43,prp43-ts2,TSA607,TS1,15,2
YDR054C,CDC34,cdc34-1,TSA92,TS1,15,3
YER013W,PRP22,prp22-1,TSA237,TS1,15,4
YOL069W,NUF2,nuf2-5001,TSA1154,TS1,15,5
YDR062W,LCB2,lcb2-2,TSA575,TS1,15,6
YKR037C,SPC34,spc34-7,TSA857,TS1,15,7
YOR004W,UTP23,utp23-5001,TSA1057,TS1,15,8
YNL102W,POL1,pol1-2,TSA344,TS1,15,9
YFL017C,GNA1,gna1-5001,TSA1244,TS1,15,10
YMR197C,VTI1,vti1-11,TSA635,TS1,15,11
YOL130W,ALR1,alr1-5001,TSA1271,TS1,15,12
YDL126C,CDC48,cdc48-1,TSA826,TS1,15,13
YCR002C,CDC10,cdc10-5,TSA899,TS1,15,14
YGR277C,CAB4,cab4-5001,TSA1205,TS1,15,15
YDR062W,LCB2,lcb2-1,TSA586,TS1,15,16
YAL041W,CDC24,cdc24-1,TSA408,TS1,15,17
YDL045C,FAD1,fad1-5001,TSA1116,TS1,15,18
YDR292C,SRP101,srp101-47,TSA733,TS1,15,19
YER171W,RAD3,rad3-ts14,TSA588,TS1,15,20
YML103C,NUP188,,DMA3612,TS1,15,21
YDR240C,SNU56,snu56-5001,TSA1235,TS1,15,22
YGL075C,MPS2,mps2-1,TSA443,TS1,15,23
YMR271C,URA10,,DMA3865,TS1,15,24
YMR271C,URA10,,DMA3865,TS1,16,1
YMR271C,URA10,,DMA3865,TS1,16,2
YMR271C,URA10,,DMA3865,TS1,16,3
YMR271C,URA10,,DMA3865,TS1,16,4
YMR271C,URA10,,DMA3865,TS1,16,5
YMR271C,URA10,,DMA3865,TS1,16,6
YMR271C,URA10,,DMA3865,TS1,16,7
YMR271C,URA10,,DMA3865,TS1,16,8
YMR271C,URA10,,DMA3865,TS1,16,9
YMR271C,URA10,,DMA3865,TS1,16,10
YMR271C,URA10,,DMA3865,TS1,16,11
YMR271C,URA10,,DMA3865,TS1,16,12
YMR271C,URA10,,DMA3865,TS1,16,13
YMR271C,URA10,,DMA3865,TS1,16,14
YMR271C,URA10,,DMA3865,TS1,16,15
YMR271C,URA10,,DMA3865,TS1,16,16
YMR271C,URA10,,DMA3865,TS1,16,17
YMR271C,URA10,,DMA3865,TS1,16,18
YMR271C,URA10,,DMA3865,TS1,16,19
YMR271C,URA10,,DMA3865,TS1,16,20
YMR271C,URA10,,DMA3865,TS1,16,21
YMR271C,URA10,,DMA3865,TS1,16,22
YMR271C,URA10,,DMA3865,TS1,16,23
YMR271C,URA10,,DMA3865,TS1,16,24
YMR271C,URA10,,DMA3865,TS2,1,1
YMR271C,URA10,,DMA3865,TS2,1,2
YMR271C,URA10,,DMA3865,TS2,1,3
YMR271C,URA10,,DMA3865,TS2,1,4
YMR271C,URA10,,DMA3865,TS2,1,5
YMR271C,URA10,,DMA3865,TS2,1,6
YMR271C,URA10,,DMA3865,TS2,1,7
YMR271C,URA10,,DMA3865,TS2,1,8
YMR271C,URA10,,DMA3865,TS2,1,9
YMR271C,URA10,,DMA3865,TS2,1,10
YMR271C,URA10,,DMA3865,TS2,1,11
